"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","dosya","gercekmi"
"18.01674334892603","-3.0156215666989654","1.2513000565879797","-22.145502168830827","-0.050737540210726004","-13.73926204773733","-20.361371474393902","-4.591858322431783","-2.85929483437671","5.913159586182424","0.7954481154032452","-2.762514925471464","-7.4861827250117985","T_1000001.wav","1"
"19.016927509974014","-5.98966997813513","1.9625037740717104","-9.51229410087234","0.31358355915919434","-19.264134860275732","-22.69505052573935","-7.857399930219259","-5.162007034967831","12.241874680816432","-1.9475307652414877","-5.418324448157728","-4.545456921789398","T_1000002.wav","1"
"17.861483026361714","-4.576388803962872","4.8672464752476925","-21.765715649877734","-3.514465985893477","-11.505827260978776","-14.355866573867706","-3.4264710725624976","-8.046168481395672","6.199934378825863","2.6301358216529334","-2.7197348784328472","-8.053749090568342","T_1000003.wav","1"
"18.378338447837198","-2.4627213542154713","4.032450552383398","-14.762028349194418","0.4234982743601161","-20.986236690584384","-22.02511301787641","-3.560918661688734","-12.320066131072513","13.422314797532024","0.7617425606011231","-6.044420599887375","-6.0499408390966645","T_1000004.wav","1"
"19.235327951216842","-0.20493211044403314","0.9516993195116947","-16.24350531915054","-0.8060010933740759","-16.944545893628156","-27.923051640213274","-6.903269147850316","-4.798301394887347","10.173899470515545","-0.1723318582271733","-6.622952567399649","-4.393588834254247","T_1000005.wav","1"
"19.154493280630575","-7.172489492616199","3.6501564736705374","-16.589334239750823","-1.7695408347479278","-11.940125373174496","-21.314097850769507","-5.2796705688669485","-9.563761383674052","15.529382026386761","-0.13253829755776664","-6.017822706809345","-7.814310958588976","T_1000006.wav","1"
"16.421337282060477","0.18629990618745768","4.841434562116001","-15.316849661846575","-10.669804644613505","-18.988004727691223","-11.343561686600667","0.5656036636217385","-6.431037189652549","-0.11996746882234234","-0.7766892400269573","2.0144557150008007","-7.048907299708154","T_1000007.wav","1"
"18.042215048826666","-2.5507794038532263","7.829777851941493","-21.579521202945397","-11.585756930472813","-11.91649801339906","-8.578887703649636","-1.6932069745788185","-11.47095539679391","7.8657003772578555","-0.4729117051022878","3.32473974621383","-7.461466030087325","T_1000008.wav","1"
"18.386987689445657","0.9132169903601481","3.5270737267609125","-15.085332460619401","-2.6290230167132203","-16.132587594199602","-19.888521241107075","-8.016369628112399","-8.25338552541386","8.202577083252985","2.6143940673396586","-4.652580913810488","-8.62183813989294","T_1000009.wav","1"
"19.079480025506466","-0.038792137347342874","3.652415754799055","-20.088187800822926","-3.063904205646721","-11.884679978036695","-23.786296952704763","-4.837542410608099","-9.016688369793902","9.769541754576995","-1.4002132844022113","-0.35388431919896907","-7.903726418822246","T_1000010.wav","1"
"18.474817442569904","-11.360988286558872","11.860198508640373","-5.8048890847215215","4.456428082311413","-12.57342039654546","-12.446540584245934","-8.866734717807681","5.550173404908713","-6.851355863621891","-8.878435989826041","0.09583409479011822","-3.3529729799515713","T_1000011.wav","1"
"17.65079654997314","-7.541334641123063","8.193357781555406","-7.470607318640779","0.4311334787001896","-12.417894045300422","-9.976668807249407","-10.42443798268914","7.575547979460226","-2.334087745029134","-9.173563146127856","0.34846778726240574","-6.446836724083813","T_1000012.wav","1"
"16.997153328901415","-6.467481943607589","10.286639759720092","-12.384013584172504","0.9152255589285575","-11.64313380581976","-6.314108507443923","-5.716156500235621","2.3812634435129056","-3.0634988224156325","-5.376504022710428","-1.6196871966931146","-4.381820365480924","T_1000013.wav","1"
"19.16636818024528","-11.576325112105868","10.7372633229764","-1.332172239616312","3.648633289251162","-14.602843148843787","-11.345652949450738","-7.337110407028347","9.893610653991628","-5.685054163946892","-12.360227509601987","4.494194276150282","-5.215779980667833","T_1000014.wav","1"
"17.31753255097339","-0.7606124442717075","13.741379113116565","-6.332316111461293","-5.022718457378585","-14.630627588960065","-8.533633364230443","-10.347134578448266","1.7371223579701696","-14.152852825289957","-2.887391817071335","0.4564236432603745","-7.004300950689265","T_1000015.wav","1"
